"trainer/global_step","c3g-sam-base - loss/prompted_segmentation_step","c3g-sam-base - loss/prompted_segmentation_step__MIN","c3g-sam-base - loss/prompted_segmentation_step__MAX","c3g-sam-base - _step","c3g-sam-base - _step__MIN","c3g-sam-base - _step__MAX"
"3569","1.6871304512023926","1.6871304512023926","1.6871304512023926","2036","2036","2036"
"3579","1.4499872922897339","1.4499872922897339","1.4499872922897339","2041","2041","2041"
"3589","1.3513917922973633","1.3513917922973633","1.3513917922973633","2046","2046","2046"
"3599","1.2484675645828247","1.2484675645828247","1.2484675645828247","2051","2051","2051"
"3609","1.3355685472488403","1.3355685472488403","1.3355685472488403","2056","2056","2056"
"3619","1.5976085662841797","1.5976085662841797","1.5976085662841797","2061","2061","2061"
"3629","1.3346635103225708","1.3346635103225708","1.3346635103225708","2066","2066","2066"
"3639","1.538379192352295","1.538379192352295","1.538379192352295","2071","2071","2071"
"3649","1.4794559478759766","1.4794559478759766","1.4794559478759766","2076","2076","2076"
"3659","2.7667746543884277","2.7667746543884277","2.7667746543884277","2081","2081","2081"
"3669","1.1854722499847412","1.1854722499847412","1.1854722499847412","2086","2086","2086"
"3679","0.7732776403427124","0.7732776403427124","0.7732776403427124","2091","2091","2091"
"3689","1.1523637771606445","1.1523637771606445","1.1523637771606445","2096","2096","2096"
"3699","0.9177218675613403","0.9177218675613403","0.9177218675613403","2101","2101","2101"
"3709","1.5148370265960693","1.5148370265960693","1.5148370265960693","2106","2106","2106"
"3719","1.6908648014068604","1.6908648014068604","1.6908648014068604","2111","2111","2111"
"3729","2.094576358795166","2.094576358795166","2.094576358795166","2116","2116","2116"
"3739","1.1866393089294434","1.1866393089294434","1.1866393089294434","2121","2121","2121"
"3749","1.5692882537841797","1.5692882537841797","1.5692882537841797","2126","2126","2126"
"3759","1.4041889905929565","1.4041889905929565","1.4041889905929565","2132","2132","2132"
"3769","2.6192190647125244","2.6192190647125244","2.6192190647125244","2137","2137","2137"
"3779","1.9681296348571777","1.9681296348571777","1.9681296348571777","2142","2142","2142"
"3789","1.7583342790603638","1.7583342790603638","1.7583342790603638","2147","2147","2147"
"3799","1.056015968322754","1.056015968322754","1.056015968322754","2152","2152","2152"
"3809","1.5926231145858765","1.5926231145858765","1.5926231145858765","2157","2157","2157"
"3819","1.2728924751281738","1.2728924751281738","1.2728924751281738","2162","2162","2162"
"3829","1.2653043270111084","1.2653043270111084","1.2653043270111084","2167","2167","2167"
"3839","1.9115350246429443","1.9115350246429443","1.9115350246429443","2172","2172","2172"
"3849","1.5064542293548584","1.5064542293548584","1.5064542293548584","2177","2177","2177"
"3859","1.2574706077575684","1.2574706077575684","1.2574706077575684","2182","2182","2182"
"3869","2.014505386352539","2.014505386352539","2.014505386352539","2187","2187","2187"
"3879","1.0761336088180542","1.0761336088180542","1.0761336088180542","2192","2192","2192"
"3889","1.8711705207824707","1.8711705207824707","1.8711705207824707","2197","2197","2197"
"3899","1.6934664249420166","1.6934664249420166","1.6934664249420166","2202","2202","2202"
"3909","1.6941003799438477","1.6941003799438477","1.6941003799438477","2207","2207","2207"
"3919","1.3867865800857544","1.3867865800857544","1.3867865800857544","2212","2212","2212"
"3929","1.3593958616256714","1.3593958616256714","1.3593958616256714","2217","2217","2217"
"3939","1.229214072227478","1.229214072227478","1.229214072227478","2222","2222","2222"
"3949","1.5772415399551392","1.5772415399551392","1.5772415399551392","2227","2227","2227"
"3959","1.61417818069458","1.61417818069458","1.61417818069458","2232","2232","2232"
"3969","1.9605308771133423","1.9605308771133423","1.9605308771133423","2237","2237","2237"
"3979","1.6373306512832642","1.6373306512832642","1.6373306512832642","2242","2242","2242"
"3989","1.067885398864746","1.067885398864746","1.067885398864746","2247","2247","2247"
"3999","1.433362364768982","1.433362364768982","1.433362364768982","2252","2252","2252"
"4009","1.093727946281433","1.093727946281433","1.093727946281433","2290","2290","2290"
"4019","1.4265530109405518","1.4265530109405518","1.4265530109405518","2295","2295","2295"
"4029","1.619195580482483","1.619195580482483","1.619195580482483","2301","2301","2301"
"4039","2.009944438934326","2.009944438934326","2.009944438934326","2306","2306","2306"
"4049","1.8785661458969116","1.8785661458969116","1.8785661458969116","2311","2311","2311"
"4059","1.8683583736419678","1.8683583736419678","1.8683583736419678","2316","2316","2316"
"4069","1.775840163230896","1.775840163230896","1.775840163230896","2321","2321","2321"
"4079","1.4560177326202393","1.4560177326202393","1.4560177326202393","2326","2326","2326"
"4089","1.1980655193328857","1.1980655193328857","1.1980655193328857","2331","2331","2331"
"4099","2.0009069442749023","2.0009069442749023","2.0009069442749023","2336","2336","2336"
"4109","1.0721309185028076","1.0721309185028076","1.0721309185028076","2341","2341","2341"
"4119","1.392531156539917","1.392531156539917","1.392531156539917","2346","2346","2346"
"4129","1.399741291999817","1.399741291999817","1.399741291999817","2351","2351","2351"
"4139","1.2319722175598145","1.2319722175598145","1.2319722175598145","2356","2356","2356"
"4149","1.0826513767242432","1.0826513767242432","1.0826513767242432","2361","2361","2361"
"4159","1.8831850290298462","1.8831850290298462","1.8831850290298462","2366","2366","2366"
"4169","1.2711528539657593","1.2711528539657593","1.2711528539657593","2371","2371","2371"
"4179","1.4970126152038574","1.4970126152038574","1.4970126152038574","2376","2376","2376"
"4189","1.6765743494033813","1.6765743494033813","1.6765743494033813","2381","2381","2381"
"4199","1.9222805500030518","1.9222805500030518","1.9222805500030518","2386","2386","2386"
"4209","1.7402756214141846","1.7402756214141846","1.7402756214141846","2391","2391","2391"
"4219","2.037533760070801","2.037533760070801","2.037533760070801","2396","2396","2396"
"4229","1.7219270467758179","1.7219270467758179","1.7219270467758179","2401","2401","2401"
"4239","1.6539024114608765","1.6539024114608765","1.6539024114608765","2406","2406","2406"
"4249","1.3310023546218872","1.3310023546218872","1.3310023546218872","2411","2411","2411"
"4259","1.1313668489456177","1.1313668489456177","1.1313668489456177","2416","2416","2416"
"4269","1.6341488361358643","1.6341488361358643","1.6341488361358643","2421","2421","2421"
