"trainer/global_step","c3g-sam-base - loss/total_step","c3g-sam-base - loss/total_step__MIN","c3g-sam-base - loss/total_step__MAX","c3g-sam-base - _step","c3g-sam-base - _step__MIN","c3g-sam-base - _step__MAX"
"3589","1.6327084302902222","1.6327084302902222","1.6327084302902222","2046","2046","2046"
"3599","1.6119314432144165","1.6119314432144165","1.6119314432144165","2051","2051","2051"
"3609","1.6332969665527344","1.6332969665527344","1.6332969665527344","2056","2056","2056"
"3619","1.7436474561691284","1.7436474561691284","1.7436474561691284","2061","2061","2061"
"3629","2.0909552574157715","2.0909552574157715","2.0909552574157715","2066","2066","2066"
"3639","1.9168298244476318","1.9168298244476318","1.9168298244476318","2071","2071","2071"
"3649","1.6135823726654053","1.6135823726654053","1.6135823726654053","2076","2076","2076"
"3659","2.8980329036712646","2.8980329036712646","2.8980329036712646","2081","2081","2081"
"3669","1.419061541557312","1.419061541557312","1.419061541557312","2086","2086","2086"
"3679","1.1687110662460327","1.1687110662460327","1.1687110662460327","2091","2091","2091"
"3689","1.4453057050704956","1.4453057050704956","1.4453057050704956","2096","2096","2096"
"3699","1.4358391761779785","1.4358391761779785","1.4358391761779785","2101","2101","2101"
"3709","1.7956405878067017","1.7956405878067017","1.7956405878067017","2106","2106","2106"
"3719","2.157773494720459","2.157773494720459","2.157773494720459","2111","2111","2111"
"3729","2.3531203269958496","2.3531203269958496","2.3531203269958496","2116","2116","2116"
"3739","1.4676259756088257","1.4676259756088257","1.4676259756088257","2121","2121","2121"
"3749","1.7364782094955444","1.7364782094955444","1.7364782094955444","2126","2126","2126"
"3759","1.5950779914855957","1.5950779914855957","1.5950779914855957","2132","2132","2132"
"3769","2.902174472808838","2.902174472808838","2.902174472808838","2137","2137","2137"
"3779","2.2204067707061768","2.2204067707061768","2.2204067707061768","2142","2142","2142"
"3789","2.2420761585235596","2.2420761585235596","2.2420761585235596","2147","2147","2147"
"3799","1.2608661651611328","1.2608661651611328","1.2608661651611328","2152","2152","2152"
"3809","1.8876709938049316","1.8876709938049316","1.8876709938049316","2157","2157","2157"
"3819","1.6984450817108154","1.6984450817108154","1.6984450817108154","2162","2162","2162"
"3829","1.461573839187622","1.461573839187622","1.461573839187622","2167","2167","2167"
"3839","2.2672343254089355","2.2672343254089355","2.2672343254089355","2172","2172","2172"
"3849","1.8634880781173706","1.8634880781173706","1.8634880781173706","2177","2177","2177"
"3859","1.769227385520935","1.769227385520935","1.769227385520935","2182","2182","2182"
"3869","2.2939252853393555","2.2939252853393555","2.2939252853393555","2187","2187","2187"
"3879","1.5316954851150513","1.5316954851150513","1.5316954851150513","2192","2192","2192"
"3889","2.268723726272583","2.268723726272583","2.268723726272583","2197","2197","2197"
"3899","1.9757983684539795","1.9757983684539795","1.9757983684539795","2202","2202","2202"
"3909","1.9791855812072754","1.9791855812072754","1.9791855812072754","2207","2207","2207"
"3919","1.602459192276001","1.602459192276001","1.602459192276001","2212","2212","2212"
"3929","1.5887354612350464","1.5887354612350464","1.5887354612350464","2217","2217","2217"
"3939","1.5044200420379639","1.5044200420379639","1.5044200420379639","2222","2222","2222"
"3949","2.186899185180664","2.186899185180664","2.186899185180664","2227","2227","2227"
"3959","1.8023923635482788","1.8023923635482788","1.8023923635482788","2232","2232","2232"
"3969","2.2008278369903564","2.2008278369903564","2.2008278369903564","2237","2237","2237"
"3979","1.8887195587158203","1.8887195587158203","1.8887195587158203","2242","2242","2242"
"3989","1.2439402341842651","1.2439402341842651","1.2439402341842651","2247","2247","2247"
"3999","1.5882760286331177","1.5882760286331177","1.5882760286331177","2252","2252","2252"
"4009","1.3657838106155396","1.3657838106155396","1.3657838106155396","2290","2290","2290"
"4019","1.7115055322647095","1.7115055322647095","1.7115055322647095","2295","2295","2295"
"4029","2.0015757083892822","2.0015757083892822","2.0015757083892822","2301","2301","2301"
"4039","2.235841989517212","2.235841989517212","2.235841989517212","2306","2306","2306"
"4049","2.3316643238067627","2.3316643238067627","2.3316643238067627","2311","2311","2311"
"4059","2.238881826400757","2.238881826400757","2.238881826400757","2316","2316","2316"
"4069","2.0489163398742676","2.0489163398742676","2.0489163398742676","2321","2321","2321"
"4079","1.8539955615997314","1.8539955615997314","1.8539955615997314","2326","2326","2326"
"4089","1.567778468132019","1.567778468132019","1.567778468132019","2331","2331","2331"
"4099","2.313525438308716","2.313525438308716","2.313525438308716","2336","2336","2336"
"4109","1.2776401042938232","1.2776401042938232","1.2776401042938232","2341","2341","2341"
"4119","1.7204887866973877","1.7204887866973877","1.7204887866973877","2346","2346","2346"
"4129","1.7977792024612427","1.7977792024612427","1.7977792024612427","2351","2351","2351"
"4139","1.4428273439407349","1.4428273439407349","1.4428273439407349","2356","2356","2356"
"4149","1.2831664085388184","1.2831664085388184","1.2831664085388184","2361","2361","2361"
"4159","2.2233331203460693","2.2233331203460693","2.2233331203460693","2366","2366","2366"
"4169","1.5011547803878784","1.5011547803878784","1.5011547803878784","2371","2371","2371"
"4179","1.8809735774993896","1.8809735774993896","1.8809735774993896","2376","2376","2376"
"4189","1.958804965019226","1.958804965019226","1.958804965019226","2381","2381","2381"
"4199","2.147148847579956","2.147148847579956","2.147148847579956","2386","2386","2386"
"4209","1.9296456575393677","1.9296456575393677","1.9296456575393677","2391","2391","2391"
"4219","2.30604887008667","2.30604887008667","2.30604887008667","2396","2396","2396"
"4229","1.86752188205719","1.86752188205719","1.86752188205719","2401","2401","2401"
"4239","2.0032217502593994","2.0032217502593994","2.0032217502593994","2406","2406","2406"
"4249","1.524747610092163","1.524747610092163","1.524747610092163","2411","2411","2411"
"4259","1.3290126323699951","1.3290126323699951","1.3290126323699951","2416","2416","2416"
"4269","1.8211424350738525","1.8211424350738525","1.8211424350738525","2421","2421","2421"
