"trainer/global_step","c3g-sam-base - loss/mse_step","c3g-sam-base - loss/mse_step__MIN","c3g-sam-base - loss/mse_step__MAX","c3g-sam-base - _step","c3g-sam-base - _step__MIN","c3g-sam-base - _step__MAX"
"3529","0.6060677766799927","0.6060677766799927","0.6060677766799927","2016","2016","2016"
"3539","0.5421282649040222","0.5421282649040222","0.5421282649040222","2021","2021","2021"
"3549","0.22923971712589264","0.22923971712589264","0.22923971712589264","2026","2026","2026"
"3559","0.33544573187828064","0.33544573187828064","0.33544573187828064","2031","2031","2031"
"3569","0.34675565361976624","0.34675565361976624","0.34675565361976624","2036","2036","2036"
"3579","0.18873561918735504","0.18873561918735504","0.18873561918735504","2041","2041","2041"
"3589","0.23714810609817505","0.23714810609817505","0.23714810609817505","2046","2046","2046"
"3599","0.3212655782699585","0.3212655782699585","0.3212655782699585","2051","2051","2051"
"3609","0.2533092796802521","0.2533092796802521","0.2533092796802521","2056","2056","2056"
"3619","0.10024596005678177","0.10024596005678177","0.10024596005678177","2061","2061","2061"
"3629","0.7133514881134033","0.7133514881134033","0.7133514881134033","2066","2066","2066"
"3639","0.33446750044822693","0.33446750044822693","0.33446750044822693","2071","2071","2071"
"3649","0.09231000393629074","0.09231000393629074","0.09231000393629074","2076","2076","2076"
"3659","0.08814606070518494","0.08814606070518494","0.08814606070518494","2081","2081","2081"
"3669","0.1873718649148941","0.1873718649148941","0.1873718649148941","2086","2086","2086"
"3679","0.3485783636569977","0.3485783636569977","0.3485783636569977","2091","2091","2091"
"3689","0.2471013367176056","0.2471013367176056","0.2471013367176056","2096","2096","2096"
"3699","0.47152847051620483","0.47152847051620483","0.47152847051620483","2101","2101","2101"
"3709","0.2364058941602707","0.2364058941602707","0.2364058941602707","2106","2106","2106"
"3719","0.42194297909736633","0.42194297909736633","0.42194297909736633","2111","2111","2111"
"3729","0.21446634829044342","0.21446634829044342","0.21446634829044342","2116","2116","2116"
"3739","0.23603111505508423","0.23603111505508423","0.23603111505508423","2121","2121","2121"
"3749","0.12502479553222656","0.12502479553222656","0.12502479553222656","2126","2126","2126"
"3759","0.14701052010059357","0.14701052010059357","0.14701052010059357","2132","2132","2132"
"3769","0.2381686419248581","0.2381686419248581","0.2381686419248581","2137","2137","2137"
"3779","0.2091221660375595","0.2091221660375595","0.2091221660375595","2142","2142","2142"
"3789","0.43714621663093567","0.43714621663093567","0.43714621663093567","2147","2147","2147"
"3799","0.1626124233007431","0.1626124233007431","0.1626124233007431","2152","2152","2152"
"3809","0.2540290653705597","0.2540290653705597","0.2540290653705597","2157","2157","2157"
"3819","0.3817640542984009","0.3817640542984009","0.3817640542984009","2162","2162","2162"
"3829","0.15158143639564514","0.15158143639564514","0.15158143639564514","2167","2167","2167"
"3839","0.31218719482421875","0.31218719482421875","0.31218719482421875","2172","2172","2172"
"3849","0.3126402795314789","0.3126402795314789","0.3126402795314789","2177","2177","2177"
"3859","0.4662378430366516","0.4662378430366516","0.4662378430366516","2182","2182","2182"
"3869","0.23348605632781982","0.23348605632781982","0.23348605632781982","2187","2187","2187"
"3879","0.41037413477897644","0.41037413477897644","0.41037413477897644","2192","2192","2192"
"3889","0.35311341285705566","0.35311341285705566","0.35311341285705566","2197","2197","2197"
"3899","0.23845721781253815","0.23845721781253815","0.23845721781253815","2202","2202","2202"
"3909","0.2411128133535385","0.2411128133535385","0.2411128133535385","2207","2207","2207"
"3919","0.171378031373024","0.171378031373024","0.171378031373024","2212","2212","2212"
"3929","0.18747441470623016","0.18747441470623016","0.18747441470623016","2217","2217","2217"
"3939","0.23128695785999298","0.23128695785999298","0.23128695785999298","2222","2222","2222"
"3949","0.5676373243331909","0.5676373243331909","0.5676373243331909","2227","2227","2227"
"3959","0.14508868753910065","0.14508868753910065","0.14508868753910065","2232","2232","2232"
"3969","0.19371668994426727","0.19371668994426727","0.19371668994426727","2237","2237","2237"
"3979","0.20574966073036194","0.20574966073036194","0.20574966073036194","2242","2242","2242"
"3989","0.13338488340377808","0.13338488340377808","0.13338488340377808","2247","2247","2247"
"3999","0.11316380649805069","0.11316380649805069","0.11316380649805069","2252","2252","2252"
"4009","0.22886845469474792","0.22886845469474792","0.22886845469474792","2290","2290","2290"
"4019","0.23990485072135925","0.23990485072135925","0.23990485072135925","2295","2295","2295"
"4029","0.33883729577064514","0.33883729577064514","0.33883729577064514","2301","2301","2301"
"4039","0.18186448514461517","0.18186448514461517","0.18186448514461517","2306","2306","2306"
"4049","0.4101344645023346","0.4101344645023346","0.4101344645023346","2311","2311","2311"
"4059","0.3267051875591278","0.3267051875591278","0.3267051875591278","2316","2316","2316"
"4069","0.2272627204656601","0.2272627204656601","0.2272627204656601","2321","2321","2321"
"4079","0.3535025417804718","0.3535025417804718","0.3535025417804718","2326","2326","2326"
"4089","0.3253380358219147","0.3253380358219147","0.3253380358219147","2331","2331","2331"
"4099","0.2667030096054077","0.2667030096054077","0.2667030096054077","2336","2336","2336"
"4109","0.16192270815372467","0.16192270815372467","0.16192270815372467","2341","2341","2341"
"4119","0.28461799025535583","0.28461799025535583","0.28461799025535583","2346","2346","2346"
"4129","0.3546209931373596","0.3546209931373596","0.3546209931373596","2351","2351","2351"
"4139","0.1684015393257141","0.1684015393257141","0.1684015393257141","2356","2356","2356"
"4149","0.1578807681798935","0.1578807681798935","0.1578807681798935","2361","2361","2361"
"4159","0.2933098077774048","0.2933098077774048","0.2933098077774048","2366","2366","2366"
"4169","0.18272455036640167","0.18272455036640167","0.18272455036640167","2371","2371","2371"
"4179","0.3403077721595764","0.3403077721595764","0.3403077721595764","2376","2376","2376"
"4189","0.23766666650772095","0.23766666650772095","0.23766666650772095","2381","2381","2381"
"4199","0.1841372400522232","0.1841372400522232","0.1841372400522232","2386","2386","2386"
"4209","0.1463724672794342","0.1463724672794342","0.1463724672794342","2391","2391","2391"
"4219","0.2238897830247879","0.2238897830247879","0.2238897830247879","2396","2396","2396"
"4229","0.10269225388765335","0.10269225388765335","0.10269225388765335","2401","2401","2401"
"4239","0.30654531717300415","0.30654531717300415","0.30654531717300415","2406","2406","2406"
"4249","0.14824415743350983","0.14824415743350983","0.14824415743350983","2411","2411","2411"
"4259","0.15412043035030365","0.15412043035030365","0.15412043035030365","2416","2416","2416"
"4269","0.144044429063797","0.144044429063797","0.144044429063797","2421","2421","2421"
